,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,year,month,group5,group4,group7,group6,group1,group3,group2
4890,"[14, 27]",Troll Hunter,/hee6nsDsmemyxpO26TZ7wiODnDO.jpg,46146.0,1.286269,"hunter,mountains,wilderness,adventure,secret government organization,hunting trip,wildlife,conspiracy,forest,troll,mockumentary,found footage,aftercreditsstinger",480.0,6.7,André Øvredal,57288.0,15,1.0,5.0,2010.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,"[14, 28, 12]",The Scorpion King: Rise of a Warrior,/quqsgaoLSct4DzsKb6I7S5wmapw.jpg,13486.0,3.081197,"mercenary,training,greek",96.0,4.3,Russell Mulcahy,10898.0,13,45.0,17.0,2008.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
728,"[14, 35]",Death Becomes Her,/qNIkecw9i44ljTJaMfkdeyLc4vB.jpg,9374.0,2.641262,"jealousy,beauty,immortality,rival,potion,drinking",487.0,6.3,Robert Zemeckis,82820.0,PG,7.0,18.0,1992.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6140,"[14, 27, 878]",The Company of Wolves,/eWZSDqED1KEg92W9auAdoK75SL6.jpg,11905.0,1.251357,"grandmother granddaughter relationship,fairy-tale figure,werewolf,fantastic world",55.0,6.8,Neil Jordan,12031.0,R,8.0,8.0,1984.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2834,"[14, 27]",The Hallow,/fTkS0EuaCFefCeP1gBSRHYsaSKY.jpg,312831.0,1.601968,"baby,fairy tale,tree,transformation,mill,woods,irish,forest,ireland,dog,killing a dog,fungus",163.0,5.2,Corin Hardy,10307.0,15,8.0,19.0,2015.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2839,"[14, 35, 878]",Toys,/ea5W7Py440QZS38B6TaX1ja1TlN.jpg,11597.0,1.601176,"brother brother relationship,loss of brother,loss of father,toy,company,uncle,toy shop,technical toy,inheritance",137.0,5.1,Barry Levinson,27285.0,PG,13.0,30.0,1992.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2030,"[14, 27, 53]",The Prophecy,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,11980.0,1.792208,"angel,archangel gabriel,menschheit",105.0,6.2,Gregory Widen,25211.0,R,15.0,6.0,1995.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2077,"[14, 28, 12, 35]",The Librarian: The Curse of the Judas Chalice,/oqz2HSwcMij8aG8T5vzgvAPg1mo.jpg,14728.0,1.777241,"mythology,new orleans,vampire,treasure hunt,judas,southern vampire",100.0,5.8,Jonathan Frakes,9789.0,15,16.0,4.0,2008.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5067,"[14, 27, 35]",Jack Frost,/3H3cvVzlTddpnywZ4ytreMc98Pz.jpg,27318.0,1.272943,"snowman,serial killer",42.0,5.3,Michael Cooney,6098.0,18,4.0,12.0,1997.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1029,"[14, 18, 9648]",Meet Joe Black,/nlxPnkZY3vY1iehJriKMQcT6eua.jpg,297.0,2.142421,"life and death,love at first sight,broken engagement,fireworks,religion and supernatural,teenage crush,fate,doctor,millionaire",881.0,6.9,Martin Brest,176224.0,12,24.0,3.0,1998.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5237,"[14, 878, 10751]",Godzilla's Revenge,/u4fNqZHiPvnzEQrER8u0yWdbyBP.jpg,39462.0,1.259059,"father son relationship,monster,bank robber,giant spider,giant snake,godzilla,sequel,bully,giant monster,tokusatsu,stock footage,dream sequence,kaiju,daydreaming,praying mantis,monster island",17.0,4.4,Ishirô Honda,2604.0,12,1.0,6.0,1969.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1194,"[14, 35, 878]",The Visitors,/tKCeoKQzf5kwaAMBkfhLyphuJeL.jpg,11687.0,2.070778,"servant,time travel,clumsy fellow,middle ages,nobility",296.0,7.0,Jean-Marie Poiré,25907.0,15,16.0,4.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1719,"[14, 35, 10751, 10749]",Bedtime Stories,/nhovvB0LO5nlgIvpPg2C1iLLAvr.jpg,10202.0,1.879058,"wishes come true,escapade,disorder,imaginary,miraculous event,imaginary kingdom,life turned upside down,nothing goes right",721.0,5.9,Adam Shankman,75023.0,PG,66.0,28.0,2008.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5237,"[14, 878, 10751]",Godzilla's Revenge,/u4fNqZHiPvnzEQrER8u0yWdbyBP.jpg,39462.0,1.259059,"father son relationship,monster,bank robber,giant spider,giant snake,godzilla,sequel,bully,giant monster,tokusatsu,stock footage,dream sequence,kaiju,daydreaming,praying mantis,monster island",17.0,4.4,Ishirô Honda,2604.0,12,1.0,6.0,1969.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3814,"[14, 18, 35, 10749]",A Midsummer Night's Dream,/2pWSszXVEPPClWzy8yir1FVEveN.jpg,10210.0,1.436963,"fairy,lover,promise,shakespeare adaptation,luck,puck",68.0,6.2,Michael Hoffman,21811.0,PG,5.0,8.0,1999.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4894,"[14, 28, 12]",Hercules,/8IKPdr9wdw0IjrFw8ISLYNtwQHJ.jpg,22211.0,1.285937,hercules,7.0,4.2,Roger Young,1726.0,12,12.0,7.0,2005.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1029,"[14, 18, 9648]",Meet Joe Black,/nlxPnkZY3vY1iehJriKMQcT6eua.jpg,297.0,2.142421,"life and death,love at first sight,broken engagement,fireworks,religion and supernatural,teenage crush,fate,doctor,millionaire",881.0,6.9,Martin Brest,176224.0,12,24.0,3.0,1998.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
634,"[14, 35, 10749]",Bedazzled,/bgDOE1eyvi786a8vKV8rDwrAH6U.jpg,1636.0,2.743135,"love of one's life,mephisto,wish,sale of soul,pact with the devil,teuflisch",412.0,5.5,Harold Ramis,84493.0,12,53.0,24.0,2000.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5275,"[14, 18, 28, 53, 80, 878, 10749]",Malice in Wonderland,/hFAuHTvoZlFWeUOJOm36g7c5z0v.jpg,32407.0,1.256986,"england,underworld,amnesia,alice in wonderland",16.0,5.4,Simon Fellows,2752.0,15,5.0,1.0,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5636,"[14, 27]",Subspecies,/uxjo4yfVF27vAxIWgXVps1AtqOU.jpg,24789.0,1.22299,"transylvania,vampire,half-brother,turning into a vampire,haunted castle",20.0,5.6,Ted Nicolaou,2511.0,18,3.0,15.0,1991.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4358,[14],Joseph,/iq8h3sx0tYwxm1EItlkqhZJDs0D.jpg,2405.0,1.338349,"ten commandments,bible",8.0,6.8,Roger Young,1735.0,6,6.0,2.0,1995.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
628,"[14, 27, 35]",Army of Darkness,/2eZKDIwLNnySbwqQtAaUz0kYDIL.jpg,766.0,2.750657,"prophecy,witch,swordplay,supermarket,castle,auto,catapult,chain saw,time frame,bogen,skeleton,pit,windmill,incantation,time travel,undead,knight,zombie,middle ages,good and bad,necronomicon,doppelganger",670.0,7.3,Sam Raimi,135713.0,15,37.0,51.0,1992.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6177,"[14, 28, 878, 10769]",Godzilla vs. The Sea Monster,/jxRoai0ScRfYfjHHwSAAmVn2jns.jpg,3115.0,1.247264,"frankenstein,godzilla,kaiju",15.0,5.7,Jun Fukuda,2989.0,PG,1.0,4.0,1966.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101,"[14, 28, 878]",Outlander,/fjRXOzuBEg0VGDM701ftBaVqWTr.jpg,10529.0,3.64146,"norway,monster,flying saucer,viking",257.0,6.2,Howard McCain,65387.0,15,67.0,20.0,2008.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1538,"[14, 27, 53]",Mimic,/tkmSgkekKleTx46a1ERny967Ws5.jpg,4961.0,1.942624,"experiment,mutation,cockroach,nest,blood,disease,scientist,epidemic,evolution,sewer,virus,tunnel,insects,animal horror",203.0,5.7,Guillermo del Toro,38289.0,15,29.0,41.0,1997.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,"[14, 35, 10402]",Into the Woods,/5h91odPFNlBuJbRBj5N4MEBfXDE.jpg,224141.0,3.314189,"witch,cinderella,prince,fairy tale,musical,princess,sondheim,curse,based on stage musical,beanstalk,duringcreditsstinger,red riding hood",1303.0,5.6,Rob Marshall,108886.0,PG,36.0,21.0,2014.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2464,"[14, 18, 27, 28, 53]",Firestarter,/nIo0DYQ7mcRLYUuihN4gao9Xupj.jpg,11495.0,1.681727,"fire,telepathy,intelligence,college",134.0,5.9,Mark L. Lester,23696.0,R,16.0,7.0,1984.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6037,"[14, 18, 27, 53]",Audrey Rose,/aSleSJrBJ6hKA8HfVuF9mehuyTR.jpg,49126.0,1.260873,"based on novel,nightmare,stranger",28.0,5.8,Robert Wise,4313.0,15,2.0,1.0,1977.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
296,"[14, 9648, 53]",Something Wicked This Way Comes,/4p1IDEbMT6bNo2fjomsDfsDHb0y.jpg,24808.0,3.188562,"circus,witch,based on novel,lightning,dream,maze,elephant,clown,carnival,spider,black magic,boy,decapitation,storm,tarantula,gothic,sideshow,child murder,autumn,lightning rod",30.0,6.5,Jack Clayton,6680.0,PG,7.0,13.0,1983.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3310,"[14, 27, 53]",Dagon,/gsR5VEANjQI1Cl7GMRpnH7Cv0zi.jpg,10836.0,1.513346,"spain,brother sister relationship,dream,mutant,octopus,sacrifice,nightmare,fishing village,god,h.p. lovecraft,cult favorite,giant octopus",54.0,6.3,Stuart Gordon,13293.0,18,12.0,22.0,2001.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2675,"[14, 12, 35, 10751]",The Love Bug,/hxyUxikaL7Zr7uXh2MRDbQlGVda.jpg,32643.0,1.633606,"tv movie,evil bug",17.0,5.1,Peyton Reed,1140.0,G,2.0,3.0,1997.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2641,"[14, 12, 28, 9648]",The Extraordinary Adventures of Adèle Blanc-Sec,/og6Jv55bF0uzF1F1kpUW6Je7z0H.jpg,35552.0,1.641163,"female nudity,monster,mummy,based on comic book,tomb,egyptology,adventurer,pterodactyl,louvre museum",232.0,5.9,Luc Besson,16408.0,12A,9.0,5.0,2010.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4641,"[14, 27, 878]",Warlock: The Armageddon,/hxRuEJKIpBuKGPxs1mMNBlKLhp4.jpg,24126.0,1.311448,"armageddon,warlock",33.0,5.1,Anthony Hickox,4123.0,18,15.0,3.0,1993.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5236,"[14, 12, 18]",Under the Mountain,/6LbwDIbZ5nCQdrv6QcTuccP7Ebf.jpg,32932.0,1.259101,"new zealand,volcano,alien,based on tv series,alien race",11.0,4.4,Jonathan King,1846.0,PG,12.0,7.0,2009.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
998,"[14, 18, 35]",Being John Malkovich,/gLhl4MBEC6yHTInwV7TxV1D3FLp.jpg,492.0,2.154245,"individual,transvestism,sexual identity,witch,identity,subconsciousness,new identity,pet,chimp,puppeteer,appropriation of another human being,externally controlled action,married couple,brain,pet shop,door,secret love",873.0,7.3,Spike Jonze,264032.0,15,13.0,7.0,1999.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4970,"[14, 878, 28, 12]",Mothra vs. Godzilla,/7XdeTfAEEeK6L485Aa9qw99wk2J.jpg,1682.0,1.281401,"japan,monster,egg,godzilla,mothra,sequel,giant monster,tokusatsu,moth,giant moth,gojira,kaiju,monster movie,mosura",33.0,6.3,Ishirô Honda,5114.0,Unrated,1.0,5.0,1964.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3888,"[14, 18, 35, 10751]",The Odd Life of Timothy Green,/a4NMxSD6BbKT2zEMp2uqOn3uGXY.jpg,71864.0,1.39643,"green,dodgeball,incredibile,timothy",321.0,6.5,Peter Hedges,39031.0,U,3.0,11.0,2012.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2179,[14],The Legend of 1900,/wss1PkvHD2cYH6lu5mSa2MgGoi.jpg,10376.0,1.750168,"ocean,ship,pianistin,child prodigy,fondling",406.0,7.9,Giuseppe Tornatore,43647.0,15,3.0,7.0,1998.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4894,"[14, 28, 12]",Hercules,/8IKPdr9wdw0IjrFw8ISLYNtwQHJ.jpg,22211.0,1.285937,hercules,7.0,4.2,Roger Young,1726.0,12,12.0,7.0,2005.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1719,"[14, 35, 10751, 10749]",Bedtime Stories,/nhovvB0LO5nlgIvpPg2C1iLLAvr.jpg,10202.0,1.879058,"wishes come true,escapade,disorder,imaginary,miraculous event,imaginary kingdom,life turned upside down,nothing goes right",721.0,5.9,Adam Shankman,75023.0,PG,66.0,28.0,2008.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4165,"[14, 35, 10749]",Delirious,/8XQZm4wBQuUDxfmuyrEVczekuPV.jpg,28117.0,1.363192,"writer,father daughter relationship,soap opera",22.0,5.6,Tom Mankiewicz,6196.0,PG,14.0,2.0,1991.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4641,"[14, 27, 878]",Warlock: The Armageddon,/hxRuEJKIpBuKGPxs1mMNBlKLhp4.jpg,24126.0,1.311448,"armageddon,warlock",33.0,5.1,Anthony Hickox,4123.0,18,15.0,3.0,1993.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
187,"[14, 18, 53, 9648, 10749]",Ghost,/rtxy3cplRFPUvruZajpcoxOQ7bi.jpg,251.0,3.435979,"corruption,fortune teller,money transfer,money laundering,pottery,afterlife,spiritism",971.0,6.7,Jerry Zucker,160681.0,12A,15.0,9.0,1990.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
465,"[14, 27, 35]",Gremlins,/gXDHxQ92qyF6LUYwn6xuK2L8TYW.jpg,927.0,2.935016,"holiday,monster,small town,department store,bars and restaurants,human animal relationship,pet,sunlight,chain saw,salesperson,midnight,fur,banking,puppet,skunk,kids and family,gremlin,ymca,title spoken by character",1169.0,6.9,Joe Dante,152059.0,PG,7.0,40.0,1984.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5957,"[14, 27]",Dolls,/9ZwH9XvcgTIVsc0re5SJcKuP5CY.jpg,24341.0,1.268378,"toy,gore,storm,doll,toy maker",63.0,6.0,Stuart Gordon,6800.0,18,1.0,13.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,"[14, 28]",Batman,/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg,268.0,3.886124,"double life,dc comics,dual identity,chemical,crime fighter,fictional place,gotham city,superhero,super powers",1576.0,7.0,Tim Burton,281392.0,TV-14,53.0,22.0,1989.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2245,"[14, 18, 10751]",Miracle on 34th Street,/iuI31j8DM4TOxJTZeumG0S4npPU.jpg,10510.0,1.735798,"holiday,competition,new love,santa claus,department store,miracle,wish,christmas",155.0,6.4,Les Mayfield,23716.0,U,2.0,2.0,1994.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,"[14, 28, 12]",The Scorpion King: Rise of a Warrior,/quqsgaoLSct4DzsKb6I7S5wmapw.jpg,13486.0,3.081197,"mercenary,training,greek",96.0,4.3,Russell Mulcahy,10898.0,13,45.0,17.0,2008.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3777,"[14, 18, 27, 10749]",We Are the Night,/3rdg390l2AaoS0Y7jJ7G3MCLvjN.jpg,52587.0,1.44187,"vampire,bite,night club,vamp,fang vamp",70.0,6.2,Dennis Gansel,6598.0,15,14.0,3.0,2010.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3449,"[14, 27, 28, 878]",Gabriel,/zlKl3Zm1BjEqMRchLbWrsK3aI7K.jpg,9997.0,1.488037,"archangel gabriel,heaven,matter of life and death,hell,good and bad",55.0,5.0,Shane Abbess,12503.0,18,6.0,7.0,2007.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3594,"[14, 18, 10749]",If Only,/2Ww5EcDpAZMV3RdmTeQf6B5M4S9.jpg,15775.0,1.465673,"loss of lover,love,blood,heavy rain,blood on face,death of girlfriend,love drama,death of boyfriend",101.0,6.4,Gil Junger,27723.0,15,7.0,3.0,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5133,"[14, 27, 878]",Wishmaster 2: Evil Never Dies,/8ZeIHk9sNuGd2mbjBEvUyvINHOC.jpg,12594.0,1.267327,"killing,wish,world supremacy,capture",41.0,4.8,Jack Sholder,5848.0,18,33.0,1.0,1999.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5562,"[14, 35, 10751, 12]",Herbie Goes Bananas,/wopSyv8aYHpoAYyJtU5pwwvRsgW.jpg,12129.0,1.228953,"counterfeiting ring,the love bug",38.0,5.4,Vincent McEveety,4070.0,G,13.0,8.0,1980.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2955,"[14, 35, 878, 10749]",Joe Versus the Volcano,/6VVYtZ7NzYB4jN4qhb668b5Vva3.jpg,2565.0,1.578317,"escape,orange soda,luggage,dying man's last fling,ukulele,terminal illnessdying man",122.0,5.4,John Patrick Shanley,28998.0,PG,25.0,12.0,1990.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1194,"[14, 35, 878]",The Visitors,/tKCeoKQzf5kwaAMBkfhLyphuJeL.jpg,11687.0,2.070778,"servant,time travel,clumsy fellow,middle ages,nobility",296.0,7.0,Jean-Marie Poiré,25907.0,15,16.0,4.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1538,"[14, 27, 53]",Mimic,/tkmSgkekKleTx46a1ERny967Ws5.jpg,4961.0,1.942624,"experiment,mutation,cockroach,nest,blood,disease,scientist,epidemic,evolution,sewer,virus,tunnel,insects,animal horror",203.0,5.7,Guillermo del Toro,38289.0,15,29.0,41.0,1997.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3723,"[14, 18, 9648]",Fanny & Alexander,/Tn5IdM6XyCls0XekJk0BYKxpHQ.jpg,5961.0,1.448786,"sweden,loss of child,loss of father,bishop,dying and death,funeral,siblings,child prodigy",98.0,7.2,Ingmar Bergman,45504.0,R,1.0,1.0,1982.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3674,[14],Beauty and the Beast,/7r1k7c01E14p0HIHQOkAFEwr9l8.jpg,30844.0,1.454149,witch,20.0,5.3,David Lister,1437.0,NC-16,3.0,3.0,2009.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4874,"[14, 18, 35, 10751]",Angels in the Outfield,/zdbzzEoWMYztvfGjm4kyKntwhEq.jpg,24795.0,1.287454,baseball,98.0,5.8,William Dear,23315.0,U,8.0,4.0,1994.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2226,"[14, 35, 18]",Scrooged,/9gUQPVt0QZYKUBrGGtknfrsRQ1c.jpg,9647.0,1.740354,"holiday,tv ratings,comedy,scrooge,christmas carol,ghost,duringcreditsstinger,christmas",332.0,6.7,Richard Donner,66820.0,PG-13,5.0,8.0,1988.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1522,"[14, 18, 35]",Pleasantville,/p5tItYDAFt2qb0YcvNgAMBzAHo2.jpg,2657.0,1.949775,"brother sister relationship,tv show,dystopia,siblings,book burning,satire,coming of age,racism,black and white,alternate reality,deconstruction,colour",379.0,7.0,Gary Ross,106555.0,12,6.0,16.0,1998.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1339,"[14, 53, 28, 80]",Drive Angry,/afYwV0EAO8YLRyrTnNaSRysDrCh.jpg,47327.0,2.010877,"bone,car explosion,premarital sex,satanic cult,driver's license,finger gun,backhand slap,car jump,man punching a woman,magic trick",486.0,5.3,Patrick Lussier,84054.0,18,36.0,8.0,2011.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1968,"[14, 12]",Excalibur,/j8UmbdA1TrIVY4FANymwBSmUuCH.jpg,11527.0,1.810045,"holy grail,love triangle,england,prophecy,rape,sex,adultery,witch,mythology,magic,fog,castle,knight,tournament,duel,battle,incest,mist,wizard,affair,revelry,visions,sword and sorcery",185.0,7.0,John Boorman,48224.0,PG,11.0,4.0,1981.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4970,"[14, 878, 28, 12]",Mothra vs. Godzilla,/7XdeTfAEEeK6L485Aa9qw99wk2J.jpg,1682.0,1.281401,"japan,monster,egg,godzilla,mothra,sequel,giant monster,tokusatsu,moth,giant moth,gojira,kaiju,monster movie,mosura",33.0,6.3,Ishirô Honda,5114.0,Unrated,1.0,5.0,1964.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4922,"[14, 28, 53, 80, 878, 9648]",Vidocq,/7VQgyNCJV1TGpT8yTVDXaADQ5F2.jpg,9597.0,1.284232,"detective,virgin,delinquent,investigation,steampunk,eternal youth,alchemy,alchemist",96.0,5.7,Pitof,18695.0,14,11.0,6.0,2001.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5944,"[14, 35, 878, 10751, 10769]",Miss Minoes,/37pkYtmLY58udyTGI0JhXwgDTXk.jpg,25797.0,1.270359,"based on novel,cat,dutch,mayor,transformation,one word title,anthropomorphism,reporter,rooftop,local blockbuster,turns into animal",11.0,6.6,Vincent Bal,3843.0,7,5.0,3.0,2001.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4857,"[14, 35, 10751]",Blackbeard's Ghost,/ybo9m4BFvJZMwuXE7YJ5bOuwB4F.jpg,16249.0,1.288437,"gambling,witch,american football coach,coach,pirate",25.0,6.6,Robert Stevenson,3911.0,G,1.0,2.0,1968.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5133,"[14, 27, 878]",Wishmaster 2: Evil Never Dies,/8ZeIHk9sNuGd2mbjBEvUyvINHOC.jpg,12594.0,1.267327,"killing,wish,world supremacy,capture",41.0,4.8,Jack Sholder,5848.0,18,33.0,1.0,1999.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4349,"[14, 35]",Jabberwocky,/cHR5FXc4JSQnux55fJTP4ULJttR.jpg,11834.0,1.339118,"father son relationship,dream,new love,village,weltverbesserer",50.0,5.9,Terry Gilliam,10451.0,PG,3.0,1.0,1977.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3997,"[14, 18]",Do You Believe?,/eteC2VMVbsjZNxAjgFh70FarsA4.jpg,309425.0,1.38583,christian,39.0,6.9,Jon Gunn,5497.0,12,9.0,4.0,2015.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
473,"[14, 12, 28, 35, 18]",The Sorcerer's Apprentice,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,27022.0,2.930263,"witch,fire,wolf,fountain,magic,book,castle,water,apprentice,training,merlin,love,mission,sorcerer,dragon,aftercreditsstinger,apprendista,morgana",1086.0,5.9,Jon Turteltaub,129880.0,PG,55.0,31.0,2010.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4886,"[14, 878]",Starcrash,/hOx1RiBsqNWaKnFelJ9wWk7fAJa.jpg,22049.0,1.286392,"sex,lasergun,beautiful woman,female protagonist,outer space,suspended animation",27.0,4.3,Luigi Cozzi,3682.0,PG,2.0,3.0,1978.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
691,[14],Wolf,/2rVZr2WjjHaBax9qTgETEAmlSlK.jpg,10395.0,2.673636,"adultery,heal,bite,werewolf",169.0,6.0,Mike Nichols,45156.0,15,11.0,25.0,1994.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6123,"[14, 27, 35]",Jack Frost,/3H3cvVzlTddpnywZ4ytreMc98Pz.jpg,27318.0,1.253457,"snowman,serial killer",42.0,5.3,Michael Cooney,6098.0,18,4.0,12.0,1997.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
906,"[14, 27, 28, 53, 878]",Daybreakers,/ilicCtkHIBb90PvTfXMeSeJ7b0o.jpg,19901.0,2.193339,"female nudity,sunrise,waitress,experiment,rain,sunlight,vampire,dystopia,beautiful woman,slow motion scene,undead,decapitation,scientist,epidemic,vamp,night creatures",511.0,6.0,Michael Spierig,108760.0,18,51.0,19.0,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4874,"[14, 18, 35, 10751]",Angels in the Outfield,/zdbzzEoWMYztvfGjm4kyKntwhEq.jpg,24795.0,1.287454,baseball,98.0,5.8,William Dear,23315.0,U,8.0,4.0,1994.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4970,"[14, 878, 28, 12]",Mothra vs. Godzilla,/7XdeTfAEEeK6L485Aa9qw99wk2J.jpg,1682.0,1.281401,"japan,monster,egg,godzilla,mothra,sequel,giant monster,tokusatsu,moth,giant moth,gojira,kaiju,monster movie,mosura",33.0,6.3,Ishirô Honda,5114.0,Unrated,1.0,5.0,1964.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5025,"[14, 35, 878, 10751, 10769]",Miss Minoes,/37pkYtmLY58udyTGI0JhXwgDTXk.jpg,25797.0,1.276971,"based on novel,cat,dutch,mayor,transformation,one word title,anthropomorphism,reporter,rooftop,local blockbuster,turns into animal",11.0,6.6,Vincent Bal,3843.0,7,5.0,3.0,2001.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
906,"[14, 27, 28, 53, 878]",Daybreakers,/ilicCtkHIBb90PvTfXMeSeJ7b0o.jpg,19901.0,2.193339,"female nudity,sunrise,waitress,experiment,rain,sunlight,vampire,dystopia,beautiful woman,slow motion scene,undead,decapitation,scientist,epidemic,vamp,night creatures",511.0,6.0,Michael Spierig,108760.0,18,51.0,19.0,2009.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2030,"[14, 27, 53]",The Prophecy,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,11980.0,1.792208,"angel,archangel gabriel,menschheit",105.0,6.2,Gregory Widen,25211.0,R,15.0,6.0,1995.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6275,"[14, 35, 12]",1001 Nights,/oKQG8sYdRgHybEDjMeBHMG0KlZ3.jpg,20220.0,1.236321,"hero,magic,nudity,wife,adventure,lamp,king,journey,genie",3.0,6.2,Philippe de Broca,727.0,PG,2.0,2.0,1990.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
