id,imdb_id
4204,1024733
37924,0479760
18667,0105655
34024,0107322
19352,0084892
18190,0109665
21835,0114996
30671,0071240
50671,1334102
30163,0091093
33408,0106627
74777,1610996
387889,5243424
18727,0035979
16235,0083550
27745,0236216
63892,0055082
77560,1437357
253295,1778931
36592,0435434
12593,0068612
60932,1716767
11494,0465670
18500,0418131
26744,0040366
192684,0073830
222668,3588462
28484,0041253
17189,0107061
42845,0112800
381277,4898530
1393,0432325
12561,0113187
18437,0428446
26124,0119092
34038,0061937
90369,1937264
98025,0073290
29723,0078740
31605,0070287
66775,0069528
11898,0041546
74471,1386925
26723,0095360
24679,0094747
44977,1833673
220820,2510268
138372,1865573
58884,1270277
119866,
14449,0465676
141043,0458413
7085,0059915
18819,0486597
46827,0117442
5590,0066207
15801,1133991
21057,0108432
13964,1050160
325848,4466362
146631,2040578
345914,4481514
8545,0147004
36826,0085872
54553,1830633
32627,0070351
10531,0109579
16263,0089208
59002,0250343
30533,0169528
5765,0104627
19157,0096870
84178,1930294
13922,0326905
136080,2076850
149559,1623738
5319,0150992
82424,2033372
35669,0070634
12903,1295021
121642,1396226
13764,0089961
270654,2495104
76047,0086488
18817,0106342
33218,0047969
67345,0099881
12703,0330099
101267,2215719
33575,0045012
11313,0252501
277662,3042800
253611,0291884
73245,1785394
348892,3863552
11708,0062803
11578,0045081
13626,
39961,1139111
261103,3336368
38568,1049402
31943,0070030
36606,0119165
15208,0469640
39807,1282147
9305,0117040
14849,1079444
51300,0120125
64568,0055505
372518,3918584
19594,0197273
70808,1885281
417877,3138344
19083,0149171
24226,0084855
10350,0131646
48942,0128907
94047,1606384
33347,0197750
24427,0780621
11561,0070707
23570,0117283
416249,5112622
12453,0419766
443989,4330706
22597,0222850
16643,0282687
16716,0216621
55604,0032273
13696,0029870
15709,1275590
21828,0101898
17810,0068816
52916,0064916
21793,0092752
19823,0963965
4839,0443570
436349,4895628
337218,3374816
750,0055205
158739,2027064
17234,1179773
13190,1267379
21956,0369903
10449,0111693
14794,0063850
385722,5161658
13683,0313680
12779,0291502
18701,0340012
263522,
10128,0094631
253306,3504048
2006,0051406
18498,0089200
9033,0118643
5204,0373981
43920,1422020
209185,2319580
24363,0372334
26299,0061489
17894,0118691
375532,4287848
11870,0265298
53399,1441373
254526,3504824
27725,0033717
332285,3333870
299774,2477930
18168,0199314
31018,0218505
24056,0471041
241868,0862748
19052,0172726
1936,0047422
114718,1776222
29564,1319743
24619,0337881
370232,6058878
30689,0066735
4539,0102015
68868,0094694
13461,0443584
50837,1441326
3716,0177858
48397,0930072
46330,0056347
37472,1386932
167449,1847713
16374,0400063
450477,5758802
14123,0804452
82390,1496422
63579,1814836
291276,1734493
33564,0063663
43349,0045935
2428,0059245
34182,1397498
62327,0095916
24982,0297144
30596,1403130
42233,0074254
13401,0809504
20726,0110364
22010,0214730
20318,0117093
30685,0450336
17629,0119249
161097,
14874,0311941
37632,0193364
15822,0388727
14912,1294969
46541,1446072
52720,0468862
166428,2386490
10754,0095468
34223,0092147
18692,0057083
11523,0264150
41135,1268987
84577,1988781
4460,0045162
82139,1493828
354980,4658578
45094,1244754
14375,0418110
72309,0062870
82123,1886651
28007,0041786
73582,1729637
84169,1845773
10345,0097637
12489,0119225
430,0055256
256303,
77936,0157208
319995,4375438
25751,0150111
435050,5790492
56928,1291549
367551,4733536
10569,0196216
90241,1626922
31651,0099566
9404,0116704
444526,5348190
115283,1311060
9893,0368975
10355,0192657
35583,0287535
16385,0475355
287950,2389162
10727,0282209
244403,1798243
412361,4579914
9710,0092534
290599,3954222
172721,2139851
12525,0101628
35854,0992911
11198,0103950
21927,0485376
228177,3148528
13849,0465430
46441,1576699
13797,1104835
13414,0426462
36162,0208558
42236,0074291
451753,
71679,1855325
399170,5439796
14846,0361841
32528,0361240
76101,1579232
378373,3532278
394661,2078718
34065,0435286
17965,0066740
309302,2909116
8588,0420901
123235,1885331
29998,0040829
97642,2435148
75137,0114416
14113,0383060
26170,0062824
40180,0073535
22575,0032536
418896,5496926
14172,0367478
74849,0193524
24960,0368576
11630,0098966
65012,0061089
19448,0257850
345317,4494718
15322,0113375
205022,2112124
701,0014341
72843,1381413
333367,4106306
58295,0338470
13671,0056262
37977,0096932
19545,0059346
306622,3973814
427,0050706
61751,0143323
243940,2918436
284460,3398252
313,0448124
257521,1761005
5996,0048801
20878,0060584
37728,0097636
3088,0038762
44571,1038685
245222,0046457
10870,0368668
28490,0048190
395560,3108244
22688,0038300
14676,0066049
38570,1498870
285200,3239928
218578,0086140
321974,3707114
23200,0457475
338970,1365519
9636,0374584
443102,6060002
32069,0073172
851,0037558
15413,0101757
300183,2525628
42318,0396630
278604,1329665
122369,2082152
505,0097626
350160,4635936
371182,5135532
20704,0102517
351694,4644382
336652,4176556
12855,0780486
198380,0128350
57812,1629439
377275,5078214
9872,0089114
40732,0067919
40214,0034266
9964,0092610
95935,1264885
29486,0056943
28031,0206036
11330,0425379
22314,0160401
49565,0093488
211954,2378281
42819,0896923
14458,0457275
60664,1063336
139567,1925431
263132,3740242
65176,
43469,0038913
29461,0120169
22172,0094057
85739,1893195
450875,
412924,5213534
33766,0090037
26560,0082200
271821,0059775
432885,5886114
296065,2965466
55785,1560970
66617,1653661
441957,
29918,0110305
26546,1174735
14440,0817228
51250,1560954
3041,0474642
340027,3704700
56935,0075932
377154,4331970
71317,0058126
26264,0322389
20640,0035567
300686,1754736
53487,1440345
256913,2760634
1591,0161860
4180,0090206
11946,0070463
56906,1504403
32124,1241316
26725,0091647
290802,3455822
6488,0099052
27300,0365296
76349,1772230
20537,0090798
25497,0096180
28512,0419358
39555,0080662
353378,3254796
39263,0068290
32015,0058604
66830,1258985
23736,1202222
1835,0072973
286709,1396523
238751,0096913
136294,1560993
229405,3425332
137362,1663228
32631,0113360
258086,2387408
287689,3895884
31658,0061787
32164,0455195
22307,0070698
76420,1986806
425124,2487028
40494,0049875
66657,0108293
17905,0061882
129182,1702436
9954,0475944
72174,1641831
12483,0355954
442087,
41472,0388098
13560,0290210
12186,0101698
296178,2463154
199647,2133333
348811,3779300
109088,0074513
8445,0081099
375486,5246126
37032,0091607
1123,0437232
370086,5377164
27327,0071994
758,0058382
19123,0082183
95864,0061313
153104,0338556
1994,0023238
39448,0093229
48865,0972390
10409,0105488
345161,4190550
11135,0100477
46523,1648112
347847,3399484
310569,3742378
84226,1756799
33155,0080771
61108,0095094
10309,0067227
36872,0054144
42916,1262406
22611,0104740
1846,0064638
16164,0443559
60792,0056671
357681,4973112
73501,0834941
60821,1312251
9764,0071411
10629,0312549
330982,2815902
75889,0095333
333411,3914298
35861,0046851
11056,0273517
21358,1320346
26215,0119975
305389,0457665
1899,0425985
300706,2980708
35656,1294136
278247,3154310
258099,2980472
435603,5966750
28772,0430772
32600,0016332
395452,4643432
282296,2908856
199570,2322641
353345,3800796
17339,0077572
30074,0357139
39127,0219171
14019,0812243
38579,1392197
125717,0268696
104237,0060635
269650,3638012
4954,0109676
316029,1485796
15390,0042436
73454,1661099
43360,0045034
255671,0088356
16729,0330702
17136,0037469
311539,3688406
17906,0246592
6471,0079367
330115,1930463
225044,3104818
9422,0120633
335882,3660856
37905,1183276
85609,0058437
15125,0487928
375950,5078326
39101,0142233
401252,2411144
39104,0142241
17035,0405163
39863,0225458
315439,4010918
375572,4300480
376858,
10188,1018785
13673,0388419
193523,2363178
211636,2155304
16239,1386011
367326,5184298
9717,0096098
380111,5653294
360603,5133572
102629,1990216
18050,0036983
24273,0210094
13067,0419843
28601,0114188
32292,0161638
29804,0117450
9389,0386741
29778,0062909
44921,0049434
192767,2626090
329718,3014910
27378,0074626
9958,0425601
448187,5643644
392820,1714917
66030,0054004
413421,5502766
3427,0067409
328483,3573598
59190,1570091
18183,0103994
39563,1346961
94671,1781840
48626,0108462
13741,1077097
35610,0107819
56890,1642620
277154,2544766
5179,0064840
39057,1468843
4975,0119577
10324,0116606
146304,2083355
32634,0055558
13726,0490234
451450,5570680
100830,2104080
200085,2351310
14549,1020055
21512,0094764
41579,0109891
390845,6077598
43931,0872230
26765,0949815
16222,0202402
187541,2536846
414067,4622108
18771,0038160
361613,4242158
68429,0065233
170689,2106550
24889,1349853
416691,4126694
10726,0283877
36736,1546036
6948,0380066
25251,0065486
30237,0119079
363805,3208802
19348,0210075
540,0367631
44162,0107358
150793,2353955
46105,1179947
298614,3667648
5971,0098625
150253,2313398
21641,1226271
19644,0387596
5691,0067647
11913,0065769
35031,0066534
244316,1694021
6945,0082754
448252,3311020
28124,0081480
11718,0098645
10583,0084629
4658,0488508
27270,0090630
10254,0428725
30157,0109093
393640,2395088
26488,0339806
399897,1760446
26302,0063555
362154,4819560
14460,0080421
320302,3907858
51869,0275639
19166,0395585
38225,0120512
372979,5068712
24732,0113264
399174,5104604
110390,1883180
16084,0076054
11484,0073631
241927,3305844
11305,0097940
74405,0111156
5817,0445336
323432,3592172
10468,0191754
12623,0094082
26596,0047136
9916,0810928
138622,1714828
330770,4291590
22373,0890885
15749,0887971
329637,2621446
24961,0078504
34081,0284929
21033,1170391
4398,0498525
29458,0238891
22478,0094663
214818,0111138
314285,3606698
201178,0144156
11709,0094828
72334,1222815
6172,0780568
10611,0303714
80219,0338109
196355,2061756
227094,2093270
76304,2102465
287086,3612490
249260,2622826
50780,1321860
30944,0219224
69787,0108107
54662,1235170
11572,0297753
27959,0826631
47352,0036174
2760,0017075
75969,1729211
21490,0048198
170194,1648208
13346,0091445
320413,4381236
19042,0115509
15802,0105622
78363,1896788
43864,0029604
17680,1103982
31608,0098471
27088,0084234
13963,0077838
412090,5982852
11591,0085894
44345,0428441
10060,0430308
293894,3451956
22094,0073092
25074,0098019
381058,4938484
23738,0312305
19142,0098193
448514,6064378
2891,0099040
24653,0398883
33940,0073543
285181,3346824
420648,5121816
274415,1679276
308783,0796207
285733,3921852
88557,1739212
91217,0100134
254003,3451660
11084,0113081
104017,
18612,0047985
178408,1430077
52615,0478207
160720,1198059
2611,0102598
143440,0218984
319152,3462002
33305,0105322
139862,2157346
2731,0104507
49433,1781816
26515,0095925
45871,0220644
221842,
1394,0086022
14645,0084555
352161,4411504
353686,2954474
98612,1813774
16727,0433416
2625,0107611
222953,0065918
46623,0053715
402123,4265422
73872,1641410
289891,3270108
6521,0208874
55470,0978797
133879,2239100
27448,0039926
18462,0087799
15659,0077578
37606,0098575
394374,5133308
32874,0209297
193645,2402179
56815,1714886
299238,3163352
12684,0028212
26325,0083170
71142,0102593
753,0062952
24748,0057163
16403,0380249
299939,2769184
17834,0120133
34462,0067995
75623,1554092
58985,0116442
123318,0173630
53928,0391728
36328,0759612
18250,0068503
9911,0758771
19122,0324937
47329,0100691
47604,0120100
276,0408777
20325,0028333
256,1180329
138273,0065161
129195,0066851
5741,0058301
82450,1856014
47533,1618435
121754,0342777
192888,0104807
16929,1156454
15052,0851530
18446,0088213
10873,0189998
251266,2301147
20770,0179116
26198,0085780
333,0303785
135921,2366308
72494,0075140
36915,0116508
85741,1699185
134162,1147523
87293,1800671
382614,4572792
17452,0363908
13196,0455805
14158,1117523
256277,3338436
23928,0043379
63710,1657283
15401,0037576
18731,0108593
57585,1578882
72478,1808454
38295,0120112
359135,3976008
25913,0281634
280840,3480886
2769,0043278
368239,5199588
31162,1569364
425298,5431082
10935,0080855
436791,5722116
12582,0096454
21505,0810892
37025,0029440
5725,0073768
450642,6574700
128270,1230215
51532,0261203
389959,3980488
2761,0028231
14823,0490166
8744,0115495
18571,1131747
20458,1322315
73530,2048804
24696,1114698
33792,0040834
73194,0031252
47501,0127288
8875,0857295
27829,0428488
315064,4155534
99758,1592576
13904,0995757
450794,
37288,0296658
39891,0062885
10169,0100135
43267,0101252
23220,0053677
48943,0163511
44046,0120088
451204,5836316
3423,0064165
61594,0068657
20263,0899138
336029,1135989
11536,0055184
88012,0057521
9042,0402901
271433,3777462
342,0420206
55281,1205913
13064,0106233
494,0070679
27104,0119248
39854,0097539
396390,5672502
18899,1329454
308024,3844362
23998,0104534
277388,0113196
19323,0800226
30374,0059065
11594,0050781
448630,2014341
291449,1332579
450262,
39922,0070696
390989,4831420
43944,1540400
38163,0470732
401104,5541240
11333,0082924
27744,0274428
22328,0078790
25360,0056112
76072,0062141
268531,2091256
23939,0105466
140491,2324928
53478,0039263
13249,0479537
9507,0088024
74944,1861375
8937,0938341
450602,1737110
23615,0084637
24126,0108517
187387,0882813
48035,0048452
278925,3701714
9817,0486656
12761,0077711
11361,0097474
11317,0110613
79553,2007387
82679,1663143
12650,0282599
41758,0376591
39100,0142240
8072,0058898
74135,1525836
214318,0103205
24266,0084296
39107,0142236
299,0054135
14569,0489085
172386,2221648
85836,1728196
14904,0102721
159014,2396566
109513,2097307
31642,0107096
451680,2118744
43516,0036377
11246,0274546
13195,0780516
8435,0423409
385753,4160706
28656,0076112
333657,3038734
16972,0079180
36372,0091164
402160,5723584
13026,0899858
13912,0023027
451075,6245644
46332,1588337
351192,2296747
29095,0096426
60263,
5483,0068863
34530,0055233
151368,2409818
65291,1683043
16763,1140941
25676,0485976
316715,4163668
417047,5888384
13058,1126596
72972,2027255
12556,0821640
32909,1308138
285900,3360038
75138,0114418
359108,4334482
9085,0097481
11141,0323033
26285,0085524
393834,4911996
10646,0246989
16962,1007920
3784,0101912
15794,0042041
255798,3339674
84284,2125653
263855,2093995
9063,0087280
388757,6033150
18209,0061391
27584,1247667
59726,1296899
48787,0110604
25353,1239462
51617,0037367
430248,4587588
13355,0867418
336206,4593108
5070,0420555
22414,0100395
345183,
252520,3392330
11904,0090357
64832,1453403
54782,0240944
2002,0437526
420803,0361243
52015,1464580
41413,1513892
244063,3318220
2516,0062089
64449,1612546
14451,1278340
252969,0199007
449691,4179582
393441,3679060
19611,1156506
214553,3203996
1785,0097884
21710,0486585
3075,0065738
42506,0150980
331446,3899796
11657,0065531
83567,0127311
449748,6691862
58918,0249378
14913,0900357
76268,0446370
15600,0084335
121676,1844203
10900,0409345
227257,3791266
1252,0441774
10167,0297162
20210,0338077
31304,0065955
24739,0097889
10115,0430634
31411,0018742
27060,0168496
403232,3903852
346238,4554036
9540,0094964
50135,1620449
353616,4765284
25253,0057591
44773,1636629
93188,1815799
39928,0455115
84317,1907731
441669,5918632
37865,0099188
35813,0052602
30998,0128137
323020,4024546
12921,0086373
11419,0120434
50037,1534085
29056,0057449
25566,0082970
37920,0221799
22100,0472205
4281,0094669
324558,4461838
319076,4145178
324744,4114456
3059,0006864
31933,0933064
2463,0216165
25831,0100409
433760,6129760
128158,1638353
448450,6536766
81167,2397619
41275,0209264
17898,0090021
31462,0089629
347,0020163
71831,1031282
360389,0493076
16162,0168501
294992,3950078
10915,0073036
11498,0101669
437463,
12473,0857191
92493,1709654
131170,
70954,1703148
287951,3573362
44729,1018764
56373,0061709
27274,0099611
53367,0379730
225745,2967286
413884,5474042
73134,0081614
111440,2040560
253370,2979336
24197,0033922
52212,0089598
33271,0165456
451737,5424256
42179,0080140
47473,0044060
383524,3671086
27814,0094793
32305,0168172
57926,0078801
419544,5425144
21882,0074564
252738,2185384
18927,0326208
228987,0238251
297160,3322892
86004,1787988
19548,0061728
12521,0098320
62046,1541160
24869,1071804
444193,0339736
48831,0064612
208802,0846033
264730,3653850
9301,0203632
37316,0061429
19154,0122961
9674,0235712
13320,0050419
82053,0039887
381167,4711762
29444,0111048
21451,0037075
451687,
15171,0070016
295698,2298394
34312,0096119
121835,1996310
8280,0487419
16000,1037011
356905,3401748
15105,1116186
27601,0212879
290555,1403241
73686,1417075
171776,2234429
2712,0110175
253154,3331028
434661,3793632
20542,0361500
10761,0866439
19947,0088678
2333,1058601
389630,3910814
78340,0108369
28932,0077531
403431,5805752
422128,4607722
132316,2176013
3472,0301199
373473,4919484
5764,0272790
79723,2043932
11541,0086617
10675,0095174
272671,
298032,3058674
26243,0037691
252728,1880313
421297,5817526
11381,0114694
85349,1728217
25319,0058333
77365,1972663
46221,1735485
9822,0120751
72639,0071412
15575,1105263
15944,0053271
16174,0210294
51533,1533117
10710,0326856
418798,2174084
11332,0154443
37832,1473074
27600,0104761
36622,0468461
253239,3129564
8221,0088461
1126,0385017
109520,1291547
451690,2747098
1815,0077234
254538,3216086
451715,6565442
14012,0434215
206419,1930458
16006,0311943
440146,6554744
13692,0470679
1783,0243609
44114,1188985
62395,0047216
413857,3859272
259956,2667918
149427,2034761
16665,0042040
48579,0075101
248212,2560102
363482,5033114
14868,0305999
15037,0127723
362865,0092520
333360,3790720
51362,0012570
343693,0827990
15015,0313255
35452,0984130
82620,1860355
9683,0258470
18273,0411323
381034,4303340
421131,
28682,0074473
18722,0104926
12503,0086510
18056,0828158
8675,0124819
22501,0084315
215475,0134204
185123,0359135
237957,0100271
213297,
289306,0426164
376775,0077126
451685,2605312
451734,0295058
363441,0170633
451677,
451686,
451692,1391622
451718,1805384
15104,0255653
11580,0054814
214140,2295564
253310,2182256
20758,0042451
14171,0763840
20034,1093369
28319,0080931
11353,0131325
26823,0826756
44246,1288376
42383,0245573
11483,0091757
49475,0287364
12599,0210234
9791,0204137
17591,0048990
42116,0086242
19753,0066402
42472,0070363
19703,1280558
19322,0083941
8954,0831884
16890,0942891
33570,1411276
14397,0435528
283330,3090634
431093,5537228
84305,1132449
68450,1646967
208284,2733258
148,0430576
160584,0433615
18417,0123209
19254,0056912
62652,0814666
39954,0834586
52633,0073778
257346,3482378
69778,1231586
167666,2395337
44566,1499201
157375,2265534
45022,1143896
11854,0172684
2302,0099073
92060,0088263
206192,2027231
25891,1209378
9568,0116075
6028,0081163
205466,1584943
53658,0101783
2972,0011237
74264,1823103
31047,0498360
39456,0089134
19849,0373900
255,0062695
16889,0093857
79522,0134208
14293,0273982
339116,0825283
46873,1534089
61005,1560779
388259,4519312
7249,0471711
31065,0401504
326057,3030354
28694,0305312
360404,4779496
10478,0117918
24807,0027996
214397,0183551
5460,0391891
248504,3062074
19740,0073075
6917,0093075
63727,1322306
300792,1618448
426253,5770620
20239,0106880
12890,0858479
301228,1957938
38580,0816562
44678,1407049
22471,0111807
391626,3894404
37721,1119123
283708,2936180
67203,1471352
444707,4565668
68242,0046921
2170,0083143
16216,0475252
89008,1313139
29920,1291652
55107,0168740
27323,0085764
41225,0063715
33345,0092133
14245,0338450
26594,0846789
9748,0094933
61062,1843120
56601,0473102
29589,0038577
347647,3531578
16910,0791188
11879,0093605
46286,0157075
10593,0119889
42112,0085180
49787,1320291
441071,6170954
12138,0233142
444451,
29627,0089009
17187,0283530
30331,0203975
15338,0844029
335788,4106376
381002,5237980
255718,3504064
10857,0090315
11698,0075276
10050,0192071
371449,4158876
16184,0304262
50146,0071567
1561,0061996
9262,0780534
171120,0223744
9650,0489070
65185,
448676,
256835,3473654
26503,0080440
270938,2295722
15785,0092746
29290,0064393
289732,3560742
27583,1234654
39285,1493842
10051,0444112
17320,0473709
16154,0067341
16248,0088979
227673,0200936
306969,2910508
449997,
13285,0775425
46429,0829176
2928,0117038
25300,0326977
19139,0499487
436340,5980798
37308,0063970
56386,0074768
45668,0439280
199591,2055709
9845,0119879
57431,1366344
60145,0104553
4283,0772193
77210,0023940
67675,1922612
25053,1371630
37088,0364930
431562,6110430
28752,0054777
199575,2268458
339274,3148502
18070,0443450
258096,3600760
28751,0101256
13667,0088794
8833,0087481
14342,0119053
336435,3952900
39434,0117658
542,0313196
19379,0082199
28200,0325055
14441,0094884
18665,0114437
9729,0373450
367068,4180298
14571,0100339
434236,
12531,0115561
10132,0096219
45145,0104567
2045,0118040
433356,4943322
82532,1588334
10628,0257568
21348,0181627
29989,0964586
323435,3975510
53566,0074539
435848,3616934
29812,0120847
33839,0042327
102783,0097353
133694,2091473
22672,0977680
70479,0067794
130925,2340678
43922,1563704
137145,1877543
139777,1878805
80318,1559036
40108,0079104
43566,0115645
321,0330602
8357,0399877
22004,0105636
12519,0111201
19286,0113636
17710,0314166
378200,4871980
26686,0077289
242430,02566580
21301,0337579
29094,0037024
18406,0085318
11037,0091278
38701,0072869
329505,0089790
16373,0037415
2346,0859765
267999,2844798
386170,5934644
357411,3615204
10111,0427089
124461,2044729
77467,0202908
402370,3917318
37708,1523372
93837,1766094
323674,3799372
394495,5617254
291718,5226204
61050,0421108
229801,2814388
303623,3762944
14750,0089601
6346,0115862
28498,0070791
426543,5523010
1912,0810868
171846,2409300
325844,3713944
1556,0064068
28356,0066834
450647,
69225,1401636
181330,2609912
17108,0848538
24124,0082118
1403,0060355
31132,0127626
13398,0388473
5066,0057918
444513,6616074
15186,0290212
24249,0099091
29437,0076590
24936,0250323
13436,0883995
40720,1407084
380225,4621872
82698,1954598
315855,3066630
2791,0407658
390942,5144776
326198,3211400
24478,0294345
15359,1186373
21435,0445800
390401,4575930
36265,0059719
9785,0435670
291092,1259573
4528,0054761
32068,0063557
18875,0203667
779,0023649
14822,0078158
20133,1135937
41609,0040876
41796,0101273
337029,4086032
315588,4307692
350499,4503906
9058,0110737
299738,3919278
16980,0120728
337167,4477536
37534,0951335
84858,1849718
3065,0117128
19635,0281718
22745,1326260
320846,3977848
17465,0092272
10845,0264323
107008,0077738
333033,4076926
81972,1591504
320007,4226388
37997,0084488
165242,
32499,0044391
28345,0028988
1544,0421994
11179,0385891
560,0040766
341077,2911674
28377,0082511
230779,1621046
10613,0208911
21072,0198837
18892,0155776
100542,1785669
341405,4280012
28212,0105750
9742,0100912
15185,0462477
172533,2265398
21867,0091374
32740,0432637
9050,0100625
19833,1226774
3481,0059162
391700,4926822
56418,1686067
17971,0081159
9783,0822858
412000,5751998
425931,5431600
58448,1691453
85546,2027265
19326,0113500
360551,5049302
47555,0043547
125490,2099556
12108,0989603
40141,0061074
3177,0338763
33468,0052646
21554,0075249
36210,0209189
61968,0086862
367186,1453159
451583,
409122,4196868
11573,0063135
437042,5846744
28013,0096540
26603,0096380
165904,2377938
9466,0120533
31355,0263496
231474,2963232
11939,0028772
420893,6166732
114003,1876349
400411,4796122
16022,0420015
332930,3307228
299551,3280916
92393,2062661
33423,0037248
18674,0111835
30238,0358456
27861,0076391
26290,0263725
387501,2769828
2297,0102181
408616,4826674
11421,0401085
24113,0141907
426251,5457078
33030,0031477
321303,3213684
190754,2717558
449848,5096846
85848,0168687
20848,0066565
197919,1813609
11837,0078480
42296,1584016
13980,1121794
94904,1797348
180147,2222394
150090,
259678,
21106,0248640
5334,0055796
51256,1830577
371743,4532818
10363,0054189
375108,4471388
356300,3919218
11653,0365847
22074,1232207
25866,0057967
12312,0279889
402900,5164214
135678,1446695
29143,0077530
35147,
31804,0056417
225832,2461812
11148,0995829
401629,5276548
13618,0287138
20761,0196857
242409,2951888
19297,0066895
350725,4473370
108970,0100393
64528,0068206
31058,0040737
16249,0062737
271954,3142958
281778,3297792
36056,0018328
11510,0100475
37939,0057697
297695,3762766
15860,0482930
26010,1236370
310137,1230213
36696,1272051
74884,0076869
29154,0094027
448290,2697688
40241,0083261
449417,6710568
9045,0280653
20883,0266821
51800,1206541
7346,0491044
26621,1560169
3009,0057427
59507,1528750
5470,0120604
292177,3529198
23808,2582752
343284,3602128
32091,0293660
24474,0817940
190469,2275946
27112,0040246
95755,1272886
30080,0059712
12454,0286261
17761,0047086
115626,0410696
179045,0258538
290237,3952246
192142,2316868
347630,4706888
9513,0455499
30827,0069957
46614,0038120
270886,3483194
10127,0094919
62752,0075849
16433,0338075
39345,0140883
25968,1068678
396920,4641248
25768,0019421
238205,2435174
42892,1455810
24795,0109127
296775,3591560
10275,0079891
14674,0051899
415086,5541848
10906,0105128
26857,0053363
50553,0036348
38172,0086926
216539,2600742
17628,0428649
14071,1185420
357424,4686862
25137,1183251
216675,0463029
306482,3155242
211387,3067038
40071,0088050
10251,0494199
26167,0040723
19495,0374089
12616,0119832
11426,0045793
61462,0068902
18972,0065150
19167,0458471
450154,
48688,0064828
14883,0343095
66722,0377990
42130,0084422
451347,2375659
13678,0395514
4786,0405393
27260,0145600
14503,0954541
198273,3015458
29515,0070350
35022,0036400
287495,3825638
389396,5012394
258,0065651
47263,0061610
27029,0053131
47467,1027683
12568,0412536
22049,0079946
10576,0086154
242022,3097204
10414,0104868
4024,0054632
46146,1740707
28910,0026685
36266,0112767
7861,0425326
37861,0862467
31544,0102045
22211,0420408
36269,0272360
58455,0037627
169298,2544734
4254,0347304
33115,0040919
285387,2113636
13481,0077559
32924,0096875
45202,1314652
15578,1139805
16605,0381429
441,0219822
12555,0284363
29090,0101459
23051,0035608
9079,0101787
264054,
48395,1401143
40132,0076878
41848,0099030
176124,2051894
543,0019702
18289,0097444
16882,1064953
255756,3469910
1808,0120879
464,0382330
30303,0787484
37498,0120724
67365,0117577
13570,0080040
14284,0925248
21708,0364447
27138,0075296
75142,0117622
31027,0110463
347752,2929652
30698,0400435
447140,3349550
24693,0132381
53870,0364146
38157,0254872
4375,0061647
47252,0102313
294050,3126460
16520,0049408
25009,0046085
401061,4439102
13158,0455326
661,0079095
33511,1266029
36243,0279112
1627,0064285
22315,0418460
213831,1486843
267743,3233972
15838,1087841
29320,0027521
16049,1087858
70076,1535565
42855,0156588
47914,0076915
26005,0123328
3001,0060522
63176,0068868
40969,0081617
12516,0100998
152259,1922685
25606,0071486
14429,0164114
25944,0071233
450608,5654600
26121,0064691
34479,0067713
82132,0063673
35080,0266391
416477,5462602
54139,0043560
410046,0283859
11506,0057611
437667,6338374
12236,0098369
84285,0067658
8952,1045772
8316,0496634
320436,3509878
397981,4687358
10097,0490499
5241,0096324
158884,2201548
9597,0164961
20982,0988982
14552,0446802
27040,0036154
402446,4526546
8286,0064323
277778,2547942
24411,0827521
46202,1499220
19380,0105813
312171,
78646,1827358
9024,0106941
31671,0072737
15982,0089470
413543,5946128
241261,2387589
41505,1179069
335409,3403194
41582,0110557
276839,2802136
389425,4060866
552,0237539
21683,0346578
104549,0228853
348660,4675926
14968,0475783
14765,0920470
43035,0053902
288069,0181040
323705,2803940
449821,0403017
34482,1059905
32274,0150216
33932,0263265
17604,0059710
18725,0113153
10118,0433412
317,0464029
14000,0497323
18790,0034428
24331,0102848
26356,0066065
49391,1031241
13697,0101969
16455,0339334
16606,0262246
33813,0039211
32087,0048966
25460,0396190
59238,1710573
28121,0117891
34280,0066798
432664,6116182
9908,0286204
384680,5478478
29135,0248190
174383,0066156
366506,3470656
11575,0059243
17990,0102103
25035,0876294
13171,0458364
362439,5113926
47090,0100369
25310,1773768
30691,1567448
36797,0120029
210041,3009336
327029,4475970
6639,0484740
1058,0085276
26038,0040202
27225,0083015
26949,0116621
55694,0104879
16180,0070294
30069,0090270
570,0243255
363607,4397382
5421,0084028
2566,0417189
407531,4998772
310583,4267024
3076,0035899
366142,5223342
17350,0412535
31798,0026942
25330,0101786
180011,0123917
451374,
2089,0211792
4991,0392049
10742,0331952
36036,1043568
15477,0110395
24086,0090768
63647,0422320
9807,0090601
41478,0114084
72933,0146271
29715,0059418
53729,1222329
12639,0060897
39106,0142234
10490,0157503
39828,0116456
32030,0080889
54471,0116676
260363,0338847
447480,6509214
28053,1174730
31506,0015175
117506,1740002
15289,0871427
13763,0087957
59866,1985989
323966,3120960
3640,0246772
15397,0327919
1997,0338512
40724,0092571
68428,0109345
1358,0103882
17745,0109369
351065,3763866
12685,1153546
648,0038348
15213,0430779
355066,4695548
2469,0101026
5055,0052080
161737,2278400
40158,0067419
40723,0204700
1248,0367959
99438,0071167
27935,0186408
10237,0064437
11535,0246894
373558,5297750
50275,2608732
68472,1788383
116017,0390275
1682,0058379
42757,1403846
252822,2675914
19155,0110882
315846,3756788
12165,1068641
9065,0101829
33339,0342167
11297,0354668
167960,2449810
2249,0328494
21469,1176724
56037,1382720
12137,0803100
292834,4000956
52349,1534084
23330,0065446
252164,3029476
296695,3505812
10840,0114038
310043,2836628
30059,0073640
11583,0079240
9403,0119951
9080,0090056
